timestamp,model,is_best,training_rows,test_rows,accuracy,precision,recall,f1_score,roc_auc
2026-09-24T20:31:11.443982+00:00,logistic_regression,True,5634,1409,0.8055358410220014,0.6572327044025157,0.5588235294117647,0.6040462427745664,0.8421349040274871
2026-09-24T20:31:11.443982+00:00,random_forest,False,5634,1409,0.7835344215755855,0.6161616161616161,0.4893048128342246,0.5454545454545454,0.8207716551706322
